file_name;total_nb_images;nb_slots;nb_process;loading_time;subgroup_time;SOBEL_time;gathering_time;export_time;full_time_for_rank_0;
./images/original/1.gif;10;1;1;0.020162;0.000000;0.190311;0.000000;0.174068;0.384541 
./images/original/1.gif;10;1;2;0.018996;0.000001;0.093539;0.006926;0.173185;0.292647 
./images/original/1.gif;10;1;3;0.019479;0.000001;0.078229;0.003474;0.172772;0.273955 
./images/original/1.gif;10;1;4;0.019872;0.000000;0.056260;0.011747;0.173009;0.260888 
./images/original/1.gif;10;1;5;0.019520;0.000000;0.039710;0.009227;0.172794;0.241251 
./images/original/1.gif;10;1;6;0.018955;0.000001;0.042769;0.009296;0.173061;0.244082 
./images/original/1.gif;10;1;7;0.020244;0.000001;0.042665;0.009354;0.172685;0.244949 
./images/original/1.gif;10;1;8;0.020713;0.000000;0.042979;0.009934;0.172890;0.246516 
./images/original/1.gif;10;1;9;0.029175;0.000001;0.057824;0.005303;0.174220;0.266523 
./images/original/1.gif;10;1;10;0.020967;0.000002;0.029171;0.020020;0.175711;0.245871 
./images/original/051009.vince.gif;1;1;1;0.016987;0.000000;0.135987;0.000000;0.255168;0.408142 
./images/original/051009.vince.gif;1;1;2;0.013677;0.000000;0.135589;0.000000;0.254680;0.403946 
./images/original/051009.vince.gif;1;1;3;0.013559;0.000000;0.138156;0.000000;0.254732;0.406447 
./images/original/051009.vince.gif;1;1;4;0.014101;0.000001;0.135885;0.000000;0.254497;0.404484 
./images/original/051009.vince.gif;1;1;5;0.014100;0.000000;0.136900;0.000000;0.254649;0.405649 
./images/original/051009.vince.gif;1;1;6;0.013931;0.000001;0.138048;0.000000;0.254690;0.406670 
./images/original/051009.vince.gif;1;1;7;0.016031;0.000000;0.136241;0.000000;0.254619;0.406891 
./images/original/051009.vince.gif;1;1;8;0.015175;0.000001;0.140329;0.000001;0.254460;0.409966 
./images/original/1.gif;10;1;1;0.021498;0.000001;0.190595;0.000000;0.173754;0.385848 
./images/original/1.gif;10;1;2;0.018679;0.000001;0.093532;0.007355;0.172792;0.292359 
./images/original/1.gif;10;1;3;0.018950;0.000001;0.077082;0.003441;0.173271;0.272745 
./images/original/1.gif;10;1;4;0.018849;0.000000;0.056573;0.013074;0.173072;0.261568 
./images/original/1.gif;10;1;5;0.019390;0.000001;0.040189;0.009630;0.172876;0.242086 
./images/original/1.gif;10;1;6;0.019953;0.000000;0.041637;0.009624;0.172932;0.244146 
./images/original/1.gif;10;1;7;0.020382;0.000001;0.042486;0.009755;0.172984;0.245608 
./images/original/1.gif;10;1;8;0.019469;0.000001;0.042579;0.010194;0.173049;0.245292 
./images/original/200_s.gif;1;1;1;0.001936;0.000000;0.002628;0.000000;0.002149;0.006713 
./images/original/200_s.gif;1;1;2;0.000795;0.000001;0.001657;0.000001;0.001999;0.004453 
./images/original/200_s.gif;1;1;3;0.000674;0.000000;0.001187;0.000000;0.001537;0.003398 
./images/original/200_s.gif;1;1;4;0.000629;0.000001;0.001182;0.000000;0.001422;0.003234 
./images/original/200_s.gif;1;1;5;0.000669;0.000000;0.001177;0.000000;0.001424;0.003270 
./images/original/200_s.gif;1;1;6;0.000727;0.000000;0.001170;0.000000;0.001363;0.003260 
./images/original/200_s.gif;1;1;7;0.000751;0.000000;0.001188;0.000000;0.001437;0.003376 
./images/original/200_s.gif;1;1;8;0.000697;0.000000;0.001181;0.000000;0.001558;0.003436 
./images/original/9815573.gif;10;1;1;0.023469;0.000000;0.089040;0.000000;0.089772;0.202281 
./images/original/9815573.gif;10;1;2;0.013462;0.000000;0.044361;0.001843;0.090270;0.149936 
./images/original/9815573.gif;10;1;3;0.013431;0.000000;0.035604;0.002288;0.089859;0.141182 
./images/original/9815573.gif;10;1;4;0.013484;0.000000;0.027627;0.002745;0.090024;0.133880 
./images/original/9815573.gif;10;1;5;0.013602;0.000001;0.019257;0.003249;0.089906;0.126015 
./images/original/9815573.gif;10;1;6;0.019104;0.000000;0.026506;0.003822;0.091225;0.140657 
./images/original/9815573.gif;10;1;7;0.013670;0.000000;0.020339;0.003410;0.090245;0.127664 
./images/original/9815573.gif;10;1;8;0.013620;0.000001;0.020985;0.015630;0.090272;0.140508 
