    file_name;total_nb_images;nb_slots;nb_process;loading_time;subgroup_time;SOBEL_time;gathering_time;export_time;full_time_for_rank_0;
./images/original/051009.vince.gif;1;1;1;0.015290;0.000000;0.130672;0.000001;0.171302;0.317265 
./images/original/051009.vince.gif;1;1;2;0.013320;0.000001;0.130727;0.000001;0.170818;0.314867 
./images/original/051009.vince.gif;1;1;3;0.012983;0.000000;0.130605;0.000000;0.170804;0.314392 
./images/original/051009.vince.gif;1;1;4;0.013553;0.000000;0.142566;0.000001;0.189893;0.346013 
./images/original/051009.vince.gif;1;1;5;0.013556;0.000000;0.130865;0.000001;0.170463;0.314885 
./images/original/051009.vince.gif;1;1;6;0.013238;0.000001;0.132118;0.000000;0.170586;0.315943 
./images/original/051009.vince.gif;1;1;7;0.015228;0.000001;0.131682;0.000001;0.170808;0.317720 
./images/original/051009.vince.gif;1;1;8;0.020470;0.000001;0.137650;0.000000;0.173489;0.331610 
./images/original/1.gif;10;1;1;0.017959;0.000000;0.182012;0.000001;0.115453;0.315425 
./images/original/1.gif;10;1;2;0.017779;0.000000;0.089819;0.006489;0.126670;0.240757 
./images/original/1.gif;10;1;3;0.017608;0.000000;0.074193;0.003384;0.129789;0.224974 
./images/original/1.gif;10;1;4;0.017997;0.000000;0.054423;0.010964;0.137898;0.221282 
./images/original/1.gif;10;1;5;0.026199;0.000001;0.047813;0.013821;0.134648;0.222482 
./images/original/1.gif;10;1;6;0.018823;0.000001;0.039634;0.026301;0.134023;0.218782 
./images/original/1.gif;10;1;7;0.018924;0.000001;0.040791;0.021676;0.132740;0.214132 
./images/original/1.gif;10;1;8;0.027071;0.000002;0.040679;0.019654;0.133384;0.220790 
./images/original/200_s.gif;1;1;1;0.001308;0.000000;0.001120;0.000000;0.001831;0.004259 
./images/original/200_s.gif;1;1;2;0.000652;0.000000;0.001113;0.000000;0.001417;0.003182 
./images/original/200_s.gif;1;1;3;0.000613;0.000000;0.001121;0.000000;0.001329;0.003063 
./images/original/200_s.gif;1;1;4;0.000624;0.000000;0.001114;0.000001;0.001259;0.002998 
./images/original/200_s.gif;1;1;5;0.000615;0.000001;0.001175;0.000000;0.001258;0.003049 
./images/original/200_s.gif;1;1;6;0.000601;0.000001;0.001132;0.000000;0.001261;0.002995 
./images/original/200_s.gif;1;1;7;0.000635;0.000000;0.001127;0.000000;0.001271;0.003033 
./images/original/200_s.gif;1;1;8;0.000684;0.000000;0.001124;0.000000;0.001265;0.003073 
./images/original/9815573.gif;10;1;1;0.015775;0.000000;0.085818;0.000000;0.058831;0.160424 
./images/original/9815573.gif;10;1;2;0.012779;0.000000;0.042387;0.001853;0.192549;0.249568 
./images/original/9815573.gif;10;1;3;0.012627;0.000001;0.034261;0.002253;0.194728;0.243870 
./images/original/9815573.gif;10;1;5;0.012742;0.000000;0.019528;0.003312;0.202361;0.237943 
./images/original/9815573.gif;10;1;6;0.013217;0.000001;0.018365;0.003214;0.201004;0.235801 
./images/original/australian-flag-large.gif;1;1;1;0.004474;0.000001;0.065182;0.000002;0.016620;0.086279 
./images/original/australian-flag-large.gif;1;1;2;0.004123;0.000000;0.064302;0.000001;0.016661;0.085087 
./images/original/australian-flag-large.gif;1;1;3;0.004124;0.000000;0.065591;0.000000;0.016752;0.086467 
./images/original/australian-flag-large.gif;1;1;4;0.004200;0.000001;0.066140;0.000001;0.016288;0.086630 
./images/original/australian-flag-large.gif;1;1;5;0.004469;0.000000;0.064334;0.000000;0.016331;0.085134 
./images/original/australian-flag-large.gif;1;1;6;0.004662;0.000001;0.066475;0.000001;0.016916;0.088055 
./images/original/australian-flag-large.gif;1;1;7;0.005984;0.000000;0.065001;0.000000;0.016373;0.087358 
./images/original/australian-flag-large.gif;1;1;8;0.006208;0.000001;0.068577;0.000001;0.017225;0.092012 
./images/original/Campusplan-Hausnr.gif;1;1;1;0.326276;0.000000;7.357311;0.000003;0.702340;8.385930 
./images/original/Campusplan-Hausnr.gif;1;1;2;0.325248;0.000000;7.358554;0.000001;0.704365;8.388168 
./images/original/Campusplan-Hausnr.gif;1;1;3;0.349137;0.000000;7.333048;0.000001;0.706705;8.388891 
